InvestorId;InvestmentId;InvestmentType;ISIN;City;FondsInvestor
Investor57;Investment32565;Fonds;;;Fonds5
Investor14;Investment30411;Fonds;;;Fonds10
Investor6;Investment45656;Fonds;;;Fonds16
Investor4;Investment40199;Fonds;;;Fonds12
Investor5;Investment42658;Fonds;;;Fonds4
Investor11;Investment45357;Fonds;;;Fonds17
Investor10;Investment49866;Fonds;;;Fonds15
Investor58;Investment44438;Fonds;;;Fonds0
Investor37;Investment42666;Fonds;;;Fonds6
Investor54;Investment34246;Fonds;;;Fonds2
Investor24;Investment43906;Fonds;;;Fonds7
Investor92;Investment35918;Fonds;;;Fonds0
Investor77;Investment32374;Fonds;;;Fonds0
Investor75;Investment39780;Fonds;;;Fonds10
Investor22;Investment47595;Fonds;;;Fonds0
Investor25;Investment46633;Fonds;;;Fonds4
Investor41;Investment34996;Fonds;;;Fonds12
Investor75;Investment40866;Fonds;;;Fonds7
Investor46;Investment47526;Fonds;;;Fonds12
Investor59;Investment37129;Fonds;;;Fonds4
Investor28;Investment34927;Fonds;;;Fonds8
Investor69;Investment42894;Fonds;;;Fonds1
Investor17;Investment42167;Fonds;;;Fonds8
Investor65;Investment43845;Fonds;;;Fonds12
Investor31;Investment41536;Fonds;;;Fonds8
Investor15;Investment32022;Fonds;;;Fonds10
Investor66;Investment44708;Fonds;;;Fonds1
Investor4;Investment42226;Fonds;;;Fonds14
Investor98;Investment35887;Fonds;;;Fonds0
Investor94;Investment47881;Fonds;;;Fonds7
Investor61;Investment40110;Fonds;;;Fonds15
Investor31;Investment49482;Fonds;;;Fonds18
Investor6;Investment42761;Fonds;;;Fonds8
Investor75;Investment39881;Fonds;;;Fonds4
Investor84;Investment44068;Fonds;;;Fonds2
Investor82;Investment42919;Fonds;;;Fonds17
Investor37;Investment34056;Fonds;;;Fonds8
Investor63;Investment45670;Fonds;;;Fonds2
Investor97;Investment30804;Fonds;;;Fonds6
Investor48;Investment46470;Fonds;;;Fonds12
Investor62;Investment38333;Fonds;;;Fonds5
Investor22;Investment30784;Fonds;;;Fonds10
Investor56;Investment46827;Fonds;;;Fonds8
Investor46;Investment41044;Fonds;;;Fonds1
Investor56;Investment31171;Fonds;;;Fonds4
Investor33;Investment44285;Fonds;;;Fonds6
Investor73;Investment44848;Fonds;;;Fonds9
Investor6;Investment45340;Fonds;;;Fonds8
Investor57;Investment49125;Fonds;;;Fonds0
Investor74;Investment31892;Fonds;;;Fonds3
Investor77;Investment39607;Fonds;;;Fonds4
Investor56;Investment42622;Fonds;;;Fonds11
Investor51;Investment34107;Fonds;;;Fonds5
Investor62;Investment30867;Fonds;;;Fonds5
Investor6;Investment43521;Fonds;;;Fonds12
Investor87;Investment37913;Fonds;;;Fonds5
Investor95;Investment49091;Fonds;;;Fonds18
Investor40;Investment37424;Fonds;;;Fonds3
Investor72;Investment48527;Fonds;;;Fonds11
Investor89;Investment36058;Fonds;;;Fonds5
Investor43;Investment34578;Fonds;;;Fonds11
Investor5;Investment42630;Fonds;;;Fonds8
Investor58;Investment42570;Fonds;;;Fonds6
Investor41;Investment34984;Fonds;;;Fonds14
Investor91;Investment30725;Fonds;;;Fonds12
Investor92;Investment42853;Fonds;;;Fonds6
Investor85;Investment46178;Fonds;;;Fonds3
Investor2;Investment40113;Fonds;;;Fonds0
Investor89;Investment32820;Fonds;;;Fonds14
Investor38;Investment42220;Fonds;;;Fonds7
Investor87;Investment49484;Fonds;;;Fonds1
Investor77;Investment40131;Fonds;;;Fonds10
Investor76;Investment43725;Fonds;;;Fonds13
Investor96;Investment38884;Fonds;;;Fonds7
Investor95;Investment42523;Fonds;;;Fonds10
Investor6;Investment47689;Fonds;;;Fonds17
Investor13;Investment43288;Fonds;;;Fonds11
Investor70;Investment45738;Fonds;;;Fonds10
Investor8;Investment37593;Fonds;;;Fonds10
Investor97;Investment42202;Fonds;;;Fonds2
Investor41;Investment49842;Fonds;;;Fonds13
Investor60;Investment31483;Fonds;;;Fonds4
Investor45;Investment33742;Fonds;;;Fonds7
Investor23;Investment41903;Fonds;;;Fonds2
Investor16;Investment38515;Fonds;;;Fonds2
Investor4;Investment37875;Fonds;;;Fonds0
Investor78;Investment41832;Fonds;;;Fonds6
Investor43;Investment42486;Fonds;;;Fonds12
Investor69;Investment38878;Fonds;;;Fonds6
Investor96;Investment35626;Fonds;;;Fonds14
Investor85;Investment34345;Fonds;;;Fonds1
Investor95;Investment35340;Fonds;;;Fonds13
Investor90;Investment33307;Fonds;;;Fonds7
Investor8;Investment33911;Fonds;;;Fonds2
Investor4;Investment33594;Fonds;;;Fonds6
Investor56;Investment31088;Fonds;;;Fonds1
Investor62;Investment39558;Fonds;;;Fonds9
Investor14;Investment44255;Fonds;;;Fonds16
Investor53;Investment42051;Fonds;;;Fonds7
Investor63;Investment49004;Fonds;;;Fonds3
Investor46;Investment33378;Fonds;;;Fonds0
Investor71;Investment46467;Fonds;;;Fonds11
Investor15;Investment45621;Fonds;;;Fonds3
Investor19;Investment49008;Fonds;;;Fonds7
Investor86;Investment47929;Fonds;;;Fonds7
Investor0;Investment32809;Fonds;;;Fonds13
Investor79;Investment33204;Fonds;;;Fonds16
Investor53;Investment41918;Fonds;;;Fonds3
Investor65;Investment41802;Fonds;;;Fonds13
Investor98;Investment31627;Fonds;;;Fonds1
Investor73;Investment30715;Fonds;;;Fonds5
Investor25;Investment30015;Fonds;;;Fonds14
Investor31;Investment36903;Fonds;;;Fonds3
Investor74;Investment33481;Fonds;;;Fonds13
Investor48;Investment38045;Fonds;;;Fonds0
Investor82;Investment46237;Fonds;;;Fonds0
Investor58;Investment46965;Fonds;;;Fonds1
Investor35;Investment46347;Fonds;;;Fonds13
Investor24;Investment37990;Fonds;;;Fonds3
Investor86;Investment47260;Fonds;;;Fonds2
Investor13;Investment36837;Fonds;;;Fonds11
Investor42;Investment41025;Fonds;;;Fonds12
Investor31;Investment45864;Fonds;;;Fonds16
Investor92;Investment37254;Fonds;;;Fonds5
Investor51;Investment48049;Fonds;;;Fonds4
Investor90;Investment39211;Fonds;;;Fonds15
Investor86;Investment37686;Fonds;;;Fonds8
Investor67;Investment41195;Fonds;;;Fonds6
Investor91;Investment34900;Fonds;;;Fonds4
Investor38;Investment49458;Fonds;;;Fonds9
Investor42;Investment32002;Fonds;;;Fonds10
Investor97;Investment35739;Fonds;;;Fonds13
Investor16;Investment49132;Fonds;;;Fonds14
Investor43;Investment44640;Fonds;;;Fonds4
Investor50;Investment32073;Fonds;;;Fonds1
Investor68;Investment46243;Fonds;;;Fonds1
Investor44;Investment35323;Fonds;;;Fonds11
Investor26;Investment31623;Fonds;;;Fonds17
Investor36;Investment45885;Fonds;;;Fonds16
Investor16;Investment46257;Fonds;;;Fonds18
Investor24;Investment42302;Fonds;;;Fonds5
Investor25;Investment31305;Fonds;;;Fonds15
Investor76;Investment36626;Fonds;;;Fonds7
Investor69;Investment48038;Fonds;;;Fonds8
Investor22;Investment40932;Fonds;;;Fonds2
Investor60;Investment35635;Fonds;;;Fonds6
Investor63;Investment46890;Fonds;;;Fonds12
Investor15;Investment36875;Fonds;;;Fonds15
Investor59;Investment39136;Fonds;;;Fonds18
Investor21;Investment35762;Fonds;;;Fonds16
Investor97;Investment34415;Fonds;;;Fonds14
Investor27;Investment37423;Fonds;;;Fonds6
Investor88;Investment32702;Fonds;;;Fonds14
Investor65;Investment43190;Fonds;;;Fonds12
Investor50;Investment46217;Fonds;;;Fonds6
Investor4;Investment43751;Fonds;;;Fonds0
Investor39;Investment38463;Fonds;;;Fonds17
Investor22;Investment44926;Fonds;;;Fonds11
Investor66;Investment33296;Fonds;;;Fonds18
Investor94;Investment32456;Fonds;;;Fonds10
Investor13;Investment31234;Fonds;;;Fonds9
Investor11;Investment39275;Fonds;;;Fonds7
Investor61;Investment31906;Fonds;;;Fonds17
Investor26;Investment48662;Fonds;;;Fonds18
Investor55;Investment43233;Fonds;;;Fonds17
Investor74;Investment47591;Fonds;;;Fonds2
Investor8;Investment37297;Fonds;;;Fonds4
Investor87;Investment31926;Fonds;;;Fonds7
Investor23;Investment45131;Fonds;;;Fonds4
Investor78;Investment40285;Fonds;;;Fonds9
Investor38;Investment44595;Fonds;;;Fonds5
Investor31;Investment33158;Fonds;;;Fonds15
Investor97;Investment39765;Fonds;;;Fonds1
Investor7;Investment44063;Fonds;;;Fonds1
Investor62;Investment30085;Fonds;;;Fonds3
Investor87;Investment43104;Fonds;;;Fonds6
Investor65;Investment41905;Fonds;;;Fonds18
Investor60;Investment48941;Fonds;;;Fonds7
Investor69;Investment49648;Fonds;;;Fonds3
Investor90;Investment37504;Fonds;;;Fonds0
Investor26;Investment36429;Fonds;;;Fonds8
Investor70;Investment44395;Fonds;;;Fonds15
Investor8;Investment39485;Fonds;;;Fonds6
Investor70;Investment36460;Fonds;;;Fonds16
Investor40;Investment41246;Fonds;;;Fonds16
Investor15;Investment30975;Fonds;;;Fonds12
Investor8;Investment32439;Fonds;;;Fonds16
Investor50;Investment30933;Fonds;;;Fonds5
Investor92;Investment31935;Fonds;;;Fonds14
Investor45;Investment41024;Fonds;;;Fonds13
Investor29;Investment34966;Fonds;;;Fonds14
Investor22;Investment31699;Fonds;;;Fonds15
Investor59;Investment48668;Fonds;;;Fonds6
Investor41;Investment39054;Fonds;;;Fonds6
Investor3;Investment30430;Fonds;;;Fonds18
Investor12;Investment35892;Fonds;;;Fonds8
Investor62;Investment45107;Fonds;;;Fonds17
Investor49;Investment39507;Fonds;;;Fonds5
Investor13;Investment44795;Fonds;;;Fonds17
Investor46;Investment38062;Fonds;;;Fonds2
Investor51;Investment34085;Fonds;;;Fonds8
Investor75;Investment41007;Fonds;;;Fonds16
Investor90;Investment46761;Fonds;;;Fonds11
Investor80;Investment40256;Fonds;;;Fonds1
Investor81;Investment49864;Fonds;;;Fonds11
Investor65;Investment39222;Fonds;;;Fonds2
Investor28;Investment45869;Fonds;;;Fonds3
Investor81;Investment36196;Fonds;;;Fonds12
Investor2;Investment33732;Fonds;;;Fonds3
Investor61;Investment47932;Fonds;;;Fonds5
Investor37;Investment44739;Fonds;;;Fonds16
Investor77;Investment39396;Fonds;;;Fonds3
Investor51;Investment36706;Fonds;;;Fonds9
Investor74;Investment34961;Fonds;;;Fonds17
Investor67;Investment32955;Fonds;;;Fonds9
Investor41;Investment41984;Fonds;;;Fonds1
Investor3;Investment32933;Fonds;;;Fonds0
Investor89;Investment40151;Fonds;;;Fonds18
Investor85;Investment48314;Fonds;;;Fonds14
Investor40;Investment38264;Fonds;;;Fonds18
Investor66;Investment43612;Fonds;;;Fonds14
Investor57;Investment49572;Fonds;;;Fonds8
Investor93;Investment30797;Fonds;;;Fonds5
Investor76;Investment32240;Fonds;;;Fonds15
Investor49;Investment35592;Fonds;;;Fonds9
Investor15;Investment35277;Fonds;;;Fonds5
Investor71;Investment38680;Fonds;;;Fonds3
Investor56;Investment33768;Fonds;;;Fonds2
Investor4;Investment31082;Fonds;;;Fonds18
Investor49;Investment33733;Fonds;;;Fonds18
Investor24;Investment47241;Fonds;;;Fonds12
Investor15;Investment41398;Fonds;;;Fonds2
Investor47;Investment44087;Fonds;;;Fonds12
Investor23;Investment47170;Fonds;;;Fonds15
Investor39;Investment36258;Fonds;;;Fonds0
Investor50;Investment30514;Fonds;;;Fonds11
Investor78;Investment40003;Fonds;;;Fonds14
Investor27;Investment48630;Fonds;;;Fonds10
Investor87;Investment37359;Fonds;;;Fonds15
Investor73;Investment44371;Fonds;;;Fonds17
Investor85;Investment43665;Fonds;;;Fonds4
Investor26;Investment42663;Fonds;;;Fonds9
Investor47;Investment37468;Fonds;;;Fonds3
Investor30;Investment44303;Fonds;;;Fonds3
Investor8;Investment30365;Fonds;;;Fonds11
Investor50;Investment32758;Fonds;;;Fonds13
Investor69;Investment33964;Fonds;;;Fonds12
Investor83;Investment46562;Fonds;;;Fonds14
Investor72;Investment33860;Fonds;;;Fonds7
Investor60;Investment42313;Fonds;;;Fonds1
Investor9;Investment43544;Fonds;;;Fonds11
Investor72;Investment32910;Fonds;;;Fonds12
Investor63;Investment43122;Fonds;;;Fonds17
Investor72;Investment34652;Fonds;;;Fonds1
Investor79;Investment43271;Fonds;;;Fonds2
Investor93;Investment31759;Fonds;;;Fonds3
Investor80;Investment30971;Fonds;;;Fonds14
Investor13;Investment34067;Fonds;;;Fonds1
Investor30;Investment44819;Fonds;;;Fonds14
Investor65;Investment35638;Fonds;;;Fonds11
Investor92;Investment44372;Fonds;;;Fonds7
Investor71;Investment30681;Fonds;;;Fonds4
Investor76;Investment42261;Fonds;;;Fonds7
Investor51;Investment49800;Fonds;;;Fonds18
Investor37;Investment33172;Fonds;;;Fonds16
Investor22;Investment34133;Fonds;;;Fonds11
Investor30;Investment35315;Fonds;;;Fonds8
Investor27;Investment49747;Fonds;;;Fonds18
Investor35;Investment34199;Fonds;;;Fonds0
Investor17;Investment40741;Fonds;;;Fonds6
Investor62;Investment46240;Fonds;;;Fonds4
Investor75;Investment47032;Fonds;;;Fonds15
Investor1;Investment31432;Fonds;;;Fonds2
Investor11;Investment46208;Fonds;;;Fonds16
Investor53;Investment30245;Fonds;;;Fonds2
Investor39;Investment48536;Fonds;;;Fonds13
Investor9;Investment30671;Fonds;;;Fonds11
Investor63;Investment34674;Fonds;;;Fonds11
Investor68;Investment45237;Fonds;;;Fonds3
Investor97;Investment33316;Fonds;;;Fonds12
Investor45;Investment30165;Fonds;;;Fonds12
Investor87;Investment33496;Fonds;;;Fonds14
Investor82;Investment43119;Fonds;;;Fonds3
Investor42;Investment41691;Fonds;;;Fonds2
Investor40;Investment40425;Fonds;;;Fonds13
Investor50;Investment45282;Fonds;;;Fonds10
Investor51;Investment49808;Fonds;;;Fonds11
Investor73;Investment36332;Fonds;;;Fonds7
Investor43;Investment46063;Fonds;;;Fonds16
Investor45;Investment46604;Fonds;;;Fonds17
Investor68;Investment41187;Fonds;;;Fonds17
Investor64;Investment31992;Fonds;;;Fonds18
Investor95;Investment41181;Fonds;;;Fonds4
Investor21;Investment43156;Fonds;;;Fonds17
Investor80;Investment34095;Fonds;;;Fonds3
Investor14;Investment36827;Fonds;;;Fonds6
Investor49;Investment48700;Fonds;;;Fonds17
Investor95;Investment35400;Fonds;;;Fonds0
Investor92;Investment37582;Fonds;;;Fonds4
Investor84;Investment45602;Fonds;;;Fonds18
Investor19;Investment40308;Fonds;;;Fonds6
Investor41;Investment34034;Fonds;;;Fonds8
Investor48;Investment35921;Fonds;;;Fonds16
Investor55;Investment42574;Fonds;;;Fonds14
Investor97;Investment31523;Fonds;;;Fonds16
Investor32;Investment34600;Fonds;;;Fonds6
Investor70;Investment32347;Fonds;;;Fonds2
Investor51;Investment34344;Fonds;;;Fonds18
Investor18;Investment37206;Fonds;;;Fonds6
Investor40;Investment46258;Fonds;;;Fonds12
Investor84;Investment46833;Fonds;;;Fonds12
Investor17;Investment47219;Fonds;;;Fonds3
Investor44;Investment46325;Fonds;;;Fonds1
Investor32;Investment39271;Fonds;;;Fonds6
Investor20;Investment30516;Fonds;;;Fonds18
Investor5;Investment40188;Fonds;;;Fonds13
Investor87;Investment35153;Fonds;;;Fonds8
Investor33;Investment45178;Fonds;;;Fonds10
Investor10;Investment38902;Fonds;;;Fonds4
Investor85;Investment43855;Fonds;;;Fonds0
Investor69;Investment36193;Fonds;;;Fonds8
Investor55;Investment39652;Fonds;;;Fonds10
Investor83;Investment31448;Fonds;;;Fonds12
Investor89;Investment32262;Fonds;;;Fonds12
Investor47;Investment45438;Fonds;;;Fonds0
Investor96;Investment33128;Fonds;;;Fonds3
Investor79;Investment32235;Fonds;;;Fonds4
Investor78;Investment38101;Fonds;;;Fonds3
Investor30;Investment34583;Fonds;;;Fonds14
Investor39;Investment39640;Fonds;;;Fonds11
Investor88;Investment44241;Fonds;;;Fonds17
Investor13;Investment33848;Fonds;;;Fonds5
Investor69;Investment47944;Fonds;;;Fonds9
Investor83;Investment42673;Fonds;;;Fonds0
Investor77;Investment45814;Fonds;;;Fonds8
Investor3;Investment39311;Fonds;;;Fonds4
Investor39;Investment31887;Fonds;;;Fonds5
Investor27;Investment36325;Fonds;;;Fonds18
Investor44;Investment38135;Fonds;;;Fonds2
Investor8;Investment37747;Fonds;;;Fonds13
Investor79;Investment43779;Fonds;;;Fonds14
Investor0;Investment33977;Fonds;;;Fonds18
Investor55;Investment41483;Fonds;;;Fonds3
Investor2;Investment44919;Fonds;;;Fonds5
Investor60;Investment48008;Fonds;;;Fonds11
Investor50;Investment38987;Fonds;;;Fonds18
Investor20;Investment45185;Fonds;;;Fonds2
Investor62;Investment30913;Fonds;;;Fonds7
Investor1;Investment33716;Fonds;;;Fonds4
Investor74;Investment42546;Fonds;;;Fonds5
Investor25;Investment34109;Fonds;;;Fonds13
Investor15;Investment47926;Fonds;;;Fonds0
Investor84;Investment42388;Fonds;;;Fonds15
Investor6;Investment42083;Fonds;;;Fonds16
Investor15;Investment33457;Fonds;;;Fonds2
Investor63;Investment42337;Fonds;;;Fonds14
Investor56;Investment32151;Fonds;;;Fonds3
Investor58;Investment49195;Fonds;;;Fonds8
Investor7;Investment36906;Fonds;;;Fonds16
Investor0;Investment34253;Fonds;;;Fonds1
Investor52;Investment34366;Fonds;;;Fonds18
Investor90;Investment35614;Fonds;;;Fonds5
Investor20;Investment33041;Fonds;;;Fonds5
Investor77;Investment45461;Fonds;;;Fonds12
Investor50;Investment48540;Fonds;;;Fonds11
Investor71;Investment42316;Fonds;;;Fonds15
Investor46;Investment30886;Fonds;;;Fonds2
Investor60;Investment35750;Fonds;;;Fonds17
Investor53;Investment45546;Fonds;;;Fonds4
Investor17;Investment44606;Fonds;;;Fonds1
Investor65;Investment40678;Fonds;;;Fonds6
Investor59;Investment33173;Fonds;;;Fonds1
Investor88;Investment40721;Fonds;;;Fonds18
Investor2;Investment43887;Fonds;;;Fonds11
Investor6;Investment32665;Fonds;;;Fonds2
Investor69;Investment35609;Fonds;;;Fonds2
Investor0;Investment48496;Fonds;;;Fonds15
Investor81;Investment33155;Fonds;;;Fonds13
Investor28;Investment37212;Fonds;;;Fonds9
Investor96;Investment49077;Fonds;;;Fonds1
Investor76;Investment33065;Fonds;;;Fonds0
Investor16;Investment38108;Fonds;;;Fonds5
Investor77;Investment44516;Fonds;;;Fonds0
Investor55;Investment38611;Fonds;;;Fonds5
Investor13;Investment47681;Fonds;;;Fonds10
Investor73;Investment46152;Fonds;;;Fonds7
Investor28;Investment32120;Fonds;;;Fonds10
Investor63;Investment34814;Fonds;;;Fonds8
Investor67;Investment30847;Fonds;;;Fonds17
Investor14;Investment34314;Fonds;;;Fonds6
Investor45;Investment45553;Fonds;;;Fonds10
Investor80;Investment34774;Fonds;;;Fonds11
Investor20;Investment33291;Fonds;;;Fonds11
Investor44;Investment34683;Fonds;;;Fonds15
Investor54;Investment48217;Fonds;;;Fonds16
Investor87;Investment32988;Fonds;;;Fonds4
Investor78;Investment32451;Fonds;;;Fonds12
Investor76;Investment42747;Fonds;;;Fonds9
Investor51;Investment43576;Fonds;;;Fonds11
Investor88;Investment40066;Fonds;;;Fonds10
Investor4;Investment40316;Fonds;;;Fonds6
Investor59;Investment33815;Fonds;;;Fonds14
Investor9;Investment34451;Fonds;;;Fonds5
Investor82;Investment40029;Fonds;;;Fonds9
Investor9;Investment40812;Fonds;;;Fonds10
Investor65;Investment41897;Fonds;;;Fonds12
Investor26;Investment31353;Fonds;;;Fonds8
Investor81;Investment34201;Fonds;;;Fonds8
Investor0;Investment46550;Fonds;;;Fonds1
Investor44;Investment48436;Fonds;;;Fonds18
Investor62;Investment44067;Fonds;;;Fonds4
Investor74;Investment33290;Fonds;;;Fonds2
Investor29;Investment44052;Fonds;;;Fonds15
Investor10;Investment41830;Fonds;;;Fonds7
Investor22;Investment31997;Fonds;;;Fonds6
Investor35;Investment40272;Fonds;;;Fonds4
Investor13;Investment37336;Fonds;;;Fonds13
Investor64;Investment47207;Fonds;;;Fonds2
Investor64;Investment34595;Fonds;;;Fonds1
Investor76;Investment41020;Fonds;;;Fonds7
Investor43;Investment49699;Fonds;;;Fonds12
Investor82;Investment37756;Fonds;;;Fonds7
Investor91;Investment45744;Fonds;;;Fonds12
Investor39;Investment31362;Fonds;;;Fonds14
Investor70;Investment34266;Fonds;;;Fonds15
Investor84;Investment49857;Fonds;;;Fonds12
Investor39;Investment36164;Fonds;;;Fonds13
Investor43;Investment45130;Fonds;;;Fonds1
Investor46;Investment40139;Fonds;;;Fonds1
Investor17;Investment33372;Fonds;;;Fonds0
Investor90;Investment30244;Fonds;;;Fonds7
Investor23;Investment43364;Fonds;;;Fonds7
Investor29;Investment33067;Fonds;;;Fonds10
Investor39;Investment30367;Fonds;;;Fonds1
Investor91;Investment31625;Fonds;;;Fonds15
Investor17;Investment40977;Fonds;;;Fonds15
Investor7;Investment48624;Fonds;;;Fonds9
Investor93;Investment41322;Fonds;;;Fonds16
Investor45;Investment38492;Fonds;;;Fonds12
Investor47;Investment46696;Fonds;;;Fonds18
Investor46;Investment34191;Fonds;;;Fonds16
Investor45;Investment46974;Fonds;;;Fonds16
Investor62;Investment41973;Fonds;;;Fonds5
Investor23;Investment34584;Fonds;;;Fonds3
Investor50;Investment41331;Fonds;;;Fonds9
Investor69;Investment46007;Fonds;;;Fonds13
Investor50;Investment42176;Fonds;;;Fonds0
Investor10;Investment32768;Fonds;;;Fonds16
Investor21;Investment45079;Fonds;;;Fonds7
Investor19;Investment48126;Fonds;;;Fonds15
Investor74;Investment49254;Fonds;;;Fonds17
Investor13;Investment43312;Fonds;;;Fonds9
Investor12;Investment40445;Fonds;;;Fonds3
Investor73;Investment31103;Fonds;;;Fonds1
Investor45;Investment37891;Fonds;;;Fonds2
Investor20;Investment32918;Fonds;;;Fonds15
Investor67;Investment39634;Fonds;;;Fonds0
Investor68;Investment32498;Fonds;;;Fonds0
Investor12;Investment49933;Fonds;;;Fonds7
Investor24;Investment40297;Fonds;;;Fonds3
Investor25;Investment34910;Fonds;;;Fonds16
Investor81;Investment30233;Fonds;;;Fonds7
Investor34;Investment43453;Fonds;;;Fonds8
Investor81;Investment49969;Fonds;;;Fonds1
Investor53;Investment45051;Fonds;;;Fonds9
Investor39;Investment40525;Fonds;;;Fonds6
Investor44;Investment43555;Fonds;;;Fonds15
Investor88;Investment48219;Fonds;;;Fonds3
Investor17;Investment42203;Fonds;;;Fonds13
Investor5;Investment36762;Fonds;;;Fonds12
Investor28;Investment47992;Fonds;;;Fonds16
Investor18;Investment30943;Fonds;;;Fonds4
Investor18;Investment43408;Fonds;;;Fonds0
Investor16;Investment48280;Fonds;;;Fonds16
Investor29;Investment43494;Fonds;;;Fonds3
Investor96;Investment48883;Fonds;;;Fonds15
Investor20;Investment44972;Fonds;;;Fonds12
Investor67;Investment34409;Fonds;;;Fonds14
Investor87;Investment37816;Fonds;;;Fonds9
Investor1;Investment30994;Fonds;;;Fonds14
Investor33;Investment43224;Fonds;;;Fonds7
